l1savgnatshock,l1savgpolshock,l1savgrevshock,l1savgtershock,year,quarter,pop,country,ydgdp,exchgvol,gdp_for_sd,GDPPerCap,EPU,WUI,lavgvol,l1lavgvol,avgret,l1avgret,l1lavgEPU,l1lavgWUI,l1nwsavgnatshock,l1s2avgnatshock,l1sMedavgnatshock,l1sprdavgnatshock,l1s0avgnatshock,l1nwsavgpolshock,l1s2avgpolshock,l1sMedavgpolshock,l1sprdavgpolshock,l1s0avgpolshock,l1nwsavgrevshock,l1s2avgrevshock,l1sMedavgrevshock,l1sprdavgrevshock,l1s0avgrevshock,l1nwsavgtershock,l1s2avgtershock,l1sMedavgtershock,l1sprdavgtershock,l1s0avgtershock,l1savgd_polshock,l1nwsavgd_polshock,l1s2avgd_polshock,l1sMedavgd_polshock,l1sprdavgd_polshock,l1s0avgd_polshock,l1savgd_tershock,l1nwsavgd_tershock,l1s2avgd_tershock,l1sMedavgd_tershock,l1sprdavgd_tershock,l1s0avgd_tershock,l1savgd_natshock,l1nwsavgd_natshock,l1s2avgd_natshock,l1sMedavgd_natshock,l1sprdavgd_natshock,l1s0avgd_natshock,l1savgd_revshock,l1nwsavgd_revshock,l1s2avgd_revshock,l1sMedavgd_revshock,l1sprdavgd_revshock,l1s0avgd_revshock,l1savgt_polshock,l1nwsavgt_polshock,l1s2avgt_polshock,l1sMedavgt_polshock,l1sprdavgt_polshock,l1s0avgt_polshock,l1savgt_tershock,l1nwsavgt_tershock,l1s2avgt_tershock,l1sMedavgt_tershock,l1sprdavgt_tershock,l1s0avgt_tershock,l1savgt_natshock,l1nwsavgt_natshock,l1s2avgt_natshock,l1sMedavgt_natshock,l1sprdavgt_natshock,l1s0avgt_natshock,l1savgt_revshock,l1nwsavgt_revshock,l1s2avgt_revshock,l1sMedavgt_revshock,l1sprdavgt_revshock,l1s0avgt_revshock,lavgcs_vol,l1lavgcs_vol,avgcs_ret,l1avgcs_ret,l1lgdp_for_sd,l1lavgexchgvol,yy1,yy2,yy3,yy4,yy5,yy6,yy7,yy8,yy9,yy10,yy11,yy12,yy13,yy14,yy15,yy16,yy17,yy18,yy19,yy20,yy21,yy22,yy23,yy24,yy25,yy26,yy27,yy28,yy29,yy30,yy31,yy32,yy33,yy34,yy35,yy36,yy37,yy38,yy39,yy40,yy41,yy42,yy43,yy44,yy45,yy46,yy47,yy48,yy49,yy50,yy51,yy52,yy53,yy54,yy55,yy56,yy57,yy58,yy59,yy60,yy61,yy62,yy63,yy64,yy65,yy66,yy67,yy68,yy69,yy70,yy71,yy72,yy73,yy74,yy75,yy76,yy77,yy78,yy79,yy80,yy81,yy82,yy83,yy84,yy85,yy86,yy87,yy88,yy89,yy90,yy91,yy92,yy93,yy94,yy95,yy96,yy97,yy98,yy99,yy100,yy101,yy102,yy103,yy104,yy105,yy106,yy107,yy108,yy109,yy110,yy111,yy112,yy113,yy114,yy115,yy116,yy117,yy118,yy119,yy120,yy121,yy122,yy123,yy124,yy125,yy126,yy127,yy128,yy129,yy130,yy131,yy132,yy133,yy134,yy135,yy136,yy137,yy138,yy139,yy140,yy141,yy142,yy143,yy144,yy145,yy146,yy147,yy148,yy149,yy150,yy151,yy152,yy153,yy154,yy155,yy156,yy157,yy158,yy159,yy160,yy161,yy162,yy163,yy164,yy165,yy166,yy167,yy168,yy169,yy170,yy171,yy172,yy173,yy174,yy175,yy176,yy177,yy178,yy179,yy180,yy181,yy182,yy183,yy184,yy185,yy186,yy187,yy188,yy189,yy190,yy191,yy192,yy193,yy194,yy195,yy196,yy197,yy198,yy199,yy200,yy201,yy202,yy203,yy204,yy205,yy206,yy207,yy208,cc1,cc2,cc3,cc4,cc5,cc6,cc7,cc8,cc9,cc10,cc11,cc12,cc13,cc14,cc15,cc16,cc17,cc18,cc19,cc20,cc21,cc22,cc23,cc24,cc25,cc26,cc27,cc28,cc29,cc30,cc31,cc32,cc33,cc34,cc35,cc36,cc37,cc38,cc39,cc40,cc41,cc42,cc43,cc44,cc45,cc46,cc47,cc48,cc49,cc50,cc51,cc52,cc53,cc54,cc55,cc56,cc57,cc58,cc59,country_code,lpop,cs_index_ret,cs_index_vol,cs_index_skew,cs_index_ret_har,cs_index_vol_har,cs_index_ret_har_q,cs_index_vol_har_q,yq_int,ynatshock,ysavgnatshock,ypolshock,ysavgpolshock,yrevshock,ysavgrevshock,ytershock,ysavgtershock
,,,,1970,1,12535.3,AUS,6.5397234,0.3919579,,35677,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9.436304,,,,,,,,7880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
