start_id,success,objective,impact_t1,min_1_15,max_1_15,B11,B22,B33
20,True,4.458387722281145e-05,-59.41577537073112,-72.154623375043,12.743159006674087,8.000948043110988e-19,0.3852525668800255,0.012224418802843182
117,True,4.458387722577739e-05,-39.92551131495315,-47.21156983600241,8.848941316802224,1.1147828258934913e-17,0.3992415719456871,0.018497769709523378
107,True,4.4583877226640533e-05,-70.71001104010602,-86.60801059227654,14.999916939128042,1.437193016141792e-19,0.3765650689957964,0.010103626754298827
7,True,4.45838772365951e-05,-36.48233128678429,-42.80485750787627,8.161031871266273,-8.184462802400834e-21,0.39932812381066785,0.020138741862362832
97,True,4.458387726990481e-05,-39.690474175437195,-46.910672711298304,8.802001852174843,2.2132112800028297e-17,0.3993025873136,0.018603673943068957
77,True,4.45838772766015e-05,-51.00297370393838,-61.38770887405547,11.06235127283367,1.705162092703786e-19,0.39225965754896686,0.014406574937865844
90,True,4.45838773431483e-05,-44.06325706973948,-52.50693682297038,9.675675344301027,3.4915273299363814e-18,0.3973756894653905,0.016772699430595023
108,True,4.458387739420535e-05,-31.72508496778468,-36.71651079527906,7.210553469072041,-5.558148381925849e-19,0.3953873940963518,0.022717295440209243
53,True,4.458387739520305e-05,18.98805204243438,-4.607139327250556,28.18137826401785,-8.160029413861356e-18,0.13778092690037502,0.01632761628646112
86,True,4.458387740251941e-05,-40.22833259600003,-47.599080593265256,8.909452439740198,-1.4005745845171397e-18,0.3991581577098295,0.01836259534725754
36,True,4.458387740703495e-05,-30.397809892412667,-35.018074094110986,6.945324012030027,7.293175760558416e-18,0.39300972429071596,0.02349379466303932
124,True,4.458387771322452e-05,-36.310683278197146,-42.58547252834306,8.126676350595432,-6.224660348583781e-19,0.3992792253471134,0.020225731654130174
62,True,4.4583877798589895e-05,41.85847882775521,-9.032946894476495,57.46557923491615,3.4592393961758496e-18,0.21123441474986784,0.010514944178013784
40,True,4.458387796440469e-05,42.549741071390486,-9.176553768310608,58.34882193422141,-1.5981015110477744e-17,0.21259730353026637,0.01040023058851146
52,True,4.458387797111572e-05,97.24864002735565,-20.55052864070009,128.35915144057836,1.1304495208528257e-17,0.2646915729364019,0.005478668892439804
18,True,4.458388303213338e-05,72821.07152504465,-15141.245086646495,93193.79186292243,-8.36761095251527e-19,0.3132296614782985,8.441115478862368e-06
118,True,4.458388571047612e-05,4817530351.296235,-1001632559.0954123,6164751644.138863,-2.2995699985392532e-17,0.3133597854138185,1.2764163077911341e-10
25,True,4.4583890964840334e-05,1336451869.4564385,-277855520.2806004,1710056598.9806097,-1.4791140361872767e-18,0.31347323145567524,4.6025817631827656e-10
51,True,4.458389433437966e-05,687703414.5446199,-142966531.10696656,879828242.5848438,1.376077979402358e-18,0.31366899131179254,8.949426743036274e-10
2,True,4.4583894724097704e-05,855581.1661475035,-177861.8580355424,1094552.0846062405,-1.1359716800656387e-18,0.31373797146405824,7.194835567594993e-07
43,True,4.4583898686885356e-05,152428821.0311776,-31686504.871780187,194991442.33591637,-7.37955541336128e-19,0.31382579628052704,4.03945747196037e-09
19,True,4.4583938453961815e-05,843.6242350520159,-175.6200219377071,1082.1708454001418,-3.0931086756275953e-18,0.30922843425141755,0.0007209514621743824
3,True,4.4583988875291985e-05,-355.60265788234426,-451.87527448098035,73.66860974833851,5.859447551359735e-19,0.32488153069434034,0.001781895015541553
50,True,4.458777766028176e-05,3.3699454828181037e+17,-7.048937824043358e+16,4.360806441258248e+17,-8.103036263789272e-18,0.29746041631397585,-1.7423558101928913e-18
126,True,4.460034640642952e-05,-6.783339770654888e+17,-8.916633622660521e+17,1.4310050574780981e+17,-8.97398276978867e-19,0.2751620848036955,8.084148475129899e-19
85,True,4.460586770276047e-05,-2.7287211806308534e+17,-3.430415252860143e+17,5.619746600326079e+16,-1.0960069483454337e-17,0.3371706814127573,-2.408712328789418e-18
65,True,4.466153441471664e-05,-5.487979266301569e+17,-7.739183449681958e+17,1.2115241574748571e+17,-1.5969220014328613e-18,0.19021068568315364,7.283327435566361e-19
27,True,4.4666148775305805e-05,-1.6966552149610422e+17,-2.4085180598539827e+17,3.789788739825399e+16,4.760037832724685e-18,0.18378555237731542,2.2890515433360655e-18
44,True,4.474047390959222e-05,-4.274525581240488e+17,-7.766917095601832e+17,1.3002036804369672e+17,2.028805122624804e-18,0.07696434859632786,4.632771372366652e-19
106,True,4.4775634640051975e-05,5.2746489806352474e+17,-2.525552089044014e+17,1.3686832452193567e+18,1.5883165517929482e-18,0.026378176761414084,-2.0224836958076983e-19
26,True,4.4794509489801285e-05,8.481392374399989e+16,-6.678404727580134e+16,3.517322830779649e+17,-7.482106626586723e-18,1.0154841960707525e-18,-6.926104137762658e-19
54,True,4.479450954164084e-05,-2.51118034885757e+16,-1.0414129370675662e+17,1.977349651524514e+16,1.778510885365535e-17,1.4042979858794935e-18,2.3392583674130455e-18
89,True,4.479450960935655e-05,7.731756625159493e+16,-6.08812133607276e+16,3.206437772890151e+17,2.614174653468942e-18,-4.6079661993566e-18,-7.597636349922109e-19
103,True,4.479450964137765e-05,-1.7794240249345974e+18,-7.37946664718235e+18,1.4011528003480184e+18,5.290832230010641e-18,1.4099179432286683e-18,3.3012326370249087e-20
127,True,4.479450964230739e-05,-2.1744011277729964e+16,-9.01747883030678e+16,1.7121651523703864e+16,7.626094285055427e-18,2.0338989775954183e-18,2.7015693167420833e-18
1,True,4.479450992876483e-05,-1.1438261561989e+17,-4.7435885297179795e+17,9.00673954315597e+16,-1.779356759493015e-18,1.3908490038575984e-19,5.135634832185931e-19
22,True,4.479451000767417e-05,-5.67488892026203e+16,-2.3534422717682864e+17,4.468524113312035e+16,6.740673397213288e-18,9.43802039412966e-19,1.0351361289906328e-18
101,True,4.48155276901747e-05,-3618583931859394.5,-1.1251386392467861e+17,2.17088651711015e+16,-2.2364633966539e-18,0.028379416216572726,1.916618146257426e-18
116,True,4.481885147552393e-05,-255701307606400.88,-9790429545120234.0,5.047787092215004e+16,5.2924009091411e-19,0.03275539241017683,-4.202695551799681e-18
112,True,4.482212865277435e-05,4067080292984130.5,-9.517274188115374e+16,1.855657516149442e+16,7.638031725298619e-18,0.03703697499858699,2.1927349025122825e-18
71,True,4.4838005372073114e-05,2.262289945687246e+16,-9.418253839434386e+16,2.262289945687246e+16,1.9982887825351714e-18,0.05730037159224308,2.0383716986574643e-18
34,True,4.484969776067938e-05,-1.0929271301353144e+16,-1.0929271301353144e+16,2.7221889991306292e+16,-1.3669819978530988e-17,0.07168378206426923,-6.642295302223399e-18
67,True,4.4907502227746365e-05,7.512903974494779e+16,-6.125471410007655e+16,7.512903974494779e+16,-1.6135165368473805e-18,0.13545653855488526,2.5401476876061513e-18
42,True,4.492126337837654e-05,-1.501986572813662e+16,-1.501986572813662e+16,1.0740633387849968e+16,-3.3106254301344398e-18,0.148792429522825,-1.4364250669551535e-17
14,True,4.492214650366914e-05,-4.673852877725603e+16,-4.673852877725603e+16,3.3164028632368652e+16,2.1114911928594873e-18,0.1496243732995391,-4.649380824689539e-18
5,True,4.4955887079582505e-05,2.7629110151558384e+17,-1.522747741419604e+17,2.7629110151558384e+17,3.47185598326861e-19,0.17929854982714083,9.880805870550653e-19
88,True,4.504771787620076e-05,-3.0232749258682573e+18,-3.0232749258682573e+18,1.1556160867100675e+18,-6.449956725949296e-18,0.24158981837102184,-1.2940666285442067e-19
60,True,4.506217982184109e-05,-4.795680671047446e+16,-4.795680671047446e+16,1.773152601988237e+16,-2.1708580840167673e-18,0.24932669041757907,-8.467346346125298e-18
94,True,4.5101609545435435e-05,-1.121136072426219e+17,-1.1380387008665187e+17,3.834367981763683e+16,-1.139162162884232e-17,0.26810895540561663,-3.9446490187559505e-18
23,True,4.520411055392124e-05,4.692702646851366e+16,-1.3883428885185866e+16,4.907053702157299e+16,1.1274872061518076e-19,0.3044841091812504,1.09350521026854e-17
57,True,9.949019094521973e-05,1.0269501616568675e+17,-2.2585850540929212e+16,1.2155798328218955e+17,-7.522091931582666e-19,-5.05600190160089e-17,-7.183456603510389e-18
111,True,0.004731722554640106,-38.92880260803025,-46.27552960144453,8.578676849710298,6.639709846444916e-19,0.008500528978239958,0.018917276569657072
91,True,0.004734895809369704,-64.26894177500976,-75.76823040020193,14.256900674662136,0.0675520988802135,1.3321984001743473e-17,0.006881932219316193
