ydgdp,cs_index_ret,cs_index_vol,savgnatshock,savgpolshock,savgrevshock,savgtershock,countrycode,timecode
1.786151,-1.27534,1.048556,0,0,0,0,14,169
1.051855,-.8565152,1.106148,0,0,0,0,14,170
-.1460204,-1.14976,.8901386,0,0,0,0,14,171
-1.013176,-.1448166,1.324774,0,0,0,0,14,172
-1.993007,-.1052942,.8690976,0,0,0,0,14,173
-1.916814,-.367935,.9550107,0,0,0,0,14,174
-1.485496,.0946833,.7751197,0,0,0,0,14,175
-.7614567,.3982518,.0215151,0,0,0,0,14,176
-.1640489,.4346341,.2752941,0,0,0,0,14,177
-.2123721,.32154,.1657219,0,0,0,0,14,178
-.4316223,.4974838,-.0140335,0,0,0,0,14,179
-.6337353,.0990899,.1001678,0,0,0,0,14,180
-.7297545,-.0627577,.2035586,0,0,0,0,14,181
-.4368315,.5392852,.1883711,0,0,0,0,14,182
-.247097,.2674362,.2881218,0,0,0,0,14,183
-.0085771,-.1417742,1.235285,0,0,0,0,14,184
.649763,.2160471,1.03054,0,0,0,0,14,185
.8382511,-.5212054,1.245019,0,0,0,0,14,186
1.431191,-.4006547,1.300187,0,0,0,0,14,187
1.90838,.3214387,.0808835,0,0,0,0,14,188
2.124567,.143131,.5633739,0,0,0,0,14,189
2.734649,.4247818,.1165021,0,0,0,0,14,190
2.916497,.7494448,.1088358,0,0,0,0,14,191
2.922224,.465301,-.0768994,0,0,0,0,14,192
2.333544,1.178123,-.285031,0,0,0,0,15,69
2.002526,.5689058,-.6254227,0,0,0,0,15,70
2.00206,.2279918,-.84317,0,0,0,0,15,71
2.358894,.0586528,-.8276109,0,0,0,0,15,72
3.006063,-1.48302,-.1125541,0,0,0,0,15,73
3.806869,-1.824241,.1409943,0,0,0,0,15,74
4.448546,-.6216344,.1134379,0,0,0,0,15,75
4.560033,-.4361169,.0211213,0,0,0,0,15,76
4.487228,1.261192,-.7282502,0,0,0,0,15,77
4.381114,1.375355,-1.044949,0,0,0,0,15,78
4.112367,.8196854,-1.248666,0,0,0,0,15,79
4.101418,1.117854,-1.233135,0,0,0,0,15,80
3.927017,.7653545,-.9048609,.1033558,0,0,0,15,81
3.506894,.3785232,-.9292811,.1033558,0,0,0,15,82
3.168923,.2725236,-.8721625,.1033558,0,0,0,15,83
2.585492,-1.264702,-.3874236,.1033558,0,0,0,15,84
1.770515,-1.280657,-.3456934,0,0,0,0,15,85
1.333685,-.5424612,-.220046,.107098,0,0,0,15,86
1.098009,-.8323762,-.3654989,.107098,0,0,0,15,87
1.033008,.3396457,-.7213149,.107098,0,0,0,15,88
1.60025,.1403503,-.8616266,.107098,0,0,0,15,89
1.777284,-.0305268,-1.055748,0,0,0,0,15,90
1.72214,.0043899,-.96648,0,0,0,0,15,91
1.467688,-.5021177,-.9191709,0,0,0,0,15,92
.4399944,-.1752503,-.705625,0,0,0,0,15,93
-.0798198,-.0786595,-.6402186,0,0,0,0,15,94
-.4729018,-.0150917,-.6145664,.0586628,0,0,0,15,95
-.66936,.6792964,-.7944046,.0586628,0,0,0,15,96
.0128199,.8899666,-1.053916,.0586628,0,0,0,15,97
.7290288,.3903516,-1.025599,.0586628,0,0,0,15,98
1.402049,.0969515,-.973305,0,0,0,0,15,99
2.221923,-.26539,-.8471739,0,0,0,0,15,100
2.738863,-.6220915,-.8495241,.1445634,0,0,0,15,101
2.678559,-.7078889,-.8752987,.1445634,0,0,0,15,102
2.506323,-.2912795,-.9346629,.1445634,0,0,0,15,103
2.025631,-.4062172,-.9152203,.1445634,0,0,0,15,104
1.455675,-.346967,-.7977231,0,0,0,0,15,105
1.113548,.2493504,-.8251873,0,0,0,0,15,106
1.097166,.288524,-.9010029,0,0,0,0,15,107
1.061403,.3141499,-1.026868,0,0,0,0,15,108
.9036736,.5396914,-1.145394,0,0,0,0,15,109
1.345194,.5620123,-1.037492,0,0,0,0,15,110
1.52015,.5513503,-.7384848,0,0,0,0,15,111
2.159533,.7799968,-.5537928,0,0,0,0,15,112
2.985205,.5045645,-.3354621,0,0,0,0,15,113
3.080393,.751987,-.3394352,0,0,0,0,15,114
3.375213,.9789121,-.309234,0,0,0,0,15,115
3.321648,.0452471,-.0028291,0,0,0,0,15,116
3.13484,.510424,.1486032,0,0,0,0,15,117
3.190346,-.204368,.2876368,0,0,0,0,15,118
3.13656,-.220276,.214326,0,0,0,0,15,119
3.238571,.7166871,-.0848786,0,0,0,0,15,120
3.652246,.9472981,-.1724162,0,0,0,0,15,121
3.848069,1.156722,.1828423,0,0,0,0,15,122
3.820344,.8010688,.579672,0,0,0,0,15,123
3.613666,.6760498,.5942023,0,0,0,0,15,124
2.968931,-.2408746,.8110856,0,0,0,0,15,125
2.485371,-.8336432,.6923577,0,0,0,0,15,126
2.154397,-.8474095,.5690944,0,0,0,0,15,127
1.818666,-1.763199,1.007685,0,0,0,0,15,128
1.405321,-1.036578,.9780728,0,0,0,0,15,129
1.201906,-.5526174,.7180942,0,0,0,0,15,130
1.059216,-1.068259,.8369302,0,0,0,0,15,131
.9245584,-1.203455,1.065867,0,0,0,0,15,132
1.08631,-1.386487,1.168537,0,0,0,0,15,133
.7970942,-2.037255,1.478343,0,0,0,0,15,134
.6755027,-.8127592,1.377148,0,0,0,0,15,135
.8957283,.4366119,.8100913,0,0,0,0,15,136
1.167467,.4852363,.3923228,0,0,0,0,15,137
1.979232,1.217663,-.0958776,0,0,0,0,15,138
2.356149,.605987,-.3775717,0,0,0,0,15,139
2.513207,.3149177,-.4789665,0,0,0,0,15,140
2.399747,.2593553,-.5345212,0,0,0,0,15,141
2.168747,.3756718,-.615764,0,0,0,0,15,142
2.038431,.4528712,-.7020206,0,0,0,0,15,143
1.810545,.8540041,-.7958294,0,0,0,0,15,144
1.961963,.6384434,-.8651633,0,0,0,0,15,145
1.848332,.7857502,-.7768829,0,0,0,0,15,146
2.038406,.4555095,-.5573924,0,0,0,0,15,147
2.437105,.3008542,-.5313846,0,0,0,0,15,148
2.432663,.4951309,-.5537357,.0847401,0,0,0,15,149
2.476318,.1615397,-.639509,.0847401,0,0,0,15,150
2.46886,.5811496,-.8543311,.0847401,0,0,0,15,151
2.259343,.1863731,-.62373,.0847401,0,0,0,15,152
1.987019,-.2125913,-.4232368,0,0,0,0,15,153
1.731084,-.9522966,-.0323807,0,0,0,0,15,154
1.119376,-1.369855,.1844955,0,0,0,0,15,155
-.0809443,-1.524123,.4472089,0,0,0,0,15,156
-1.461242,-2.309647,1.188721,.0105403,0,0,0,15,157
-2.818956,-2.06687,1.311575,.0105403,0,0,0,15,158
-3.56214,-1.352075,1.42401,.0105403,0,0,0,15,159
-3.197647,-.2807881,1.35642,.0105403,0,0,0,15,160
-1.842957,.6534511,.6706482,0,0,0,0,15,161
-.2407984,1.095252,.3012394,0,0,0,0,15,162
.9805954,.2750707,.2782228,0,0,0,0,15,163
1.70998,-.1600558,.1386143,0,0,0,0,15,164
2.161061,-.0520387,.0440093,0,0,0,0,15,165
2.217369,.0568025,.022109,0,0,0,0,15,166
2.136763,.4405511,-.2326372,0,0,0,0,15,167
2.006605,-.6432056,.1554612,0,0,0,0,15,168
1.439803,-.7337245,.425493,0,0,0,0,15,169
.814007,-.5654073,.4841106,0,0,0,0,15,170
.3864583,-.967782,.5937619,0,0,0,0,15,171
.0139961,.0038786,.2935982,0,0,0,0,15,172
-.1626797,.1698072,.1086986,0,0,0,0,15,173
.0945771,-.0830447,.0410995,0,0,0,0,15,174
.2755606,.232823,-.1267402,0,0,0,0,15,175
.6061072,.4466317,-.2349296,0,0,0,0,15,176
.9141523,.4326641,-.3586592,0,0,0,0,15,177
.9027428,.5755512,-.2672495,0,0,0,0,15,178
1.061846,.6141497,-.4677026,0,0,0,0,15,179
.9881057,.2139209,-.4399081,0,0,0,0,15,180
.9832082,-.0157282,-.2098199,0,0,0,0,15,181
1.042755,.1825906,-.2361292,.0351091,0,0,0,15,182
.927031,.0864717,.0185651,.0351091,0,0,0,15,183
.972715,-.050688,.2575617,.0351091,0,0,0,15,184
.991941,.1693483,.1779267,.0351091,0,0,0,15,185
1.053374,-.433901,.2755173,0,0,0,0,15,186
1.086788,-.4406033,.3061679,0,0,0,0,15,187
1.117722,-.0172335,.0349349,0,0,0,0,15,188
1.097849,.0504086,-.0388046,0,0,0,0,15,189
1.264695,.4063868,-.3269318,0,0,0,0,15,190
1.590874,.6305364,-.5294256,0,0,0,0,15,191
1.900919,.5069774,-.6344413,0,0,0,0,15,192
4.221361,.5800289,-1.086575,0,0,0,0,16,69
4.249631,.6321539,-1.132938,0,0,0,0,16,70
5.339725,1.084709,-1.039196,0,0,0,0,16,71
5.026577,1.47094,-1.029202,0,0,0,0,16,72
5.610997,-.0366539,-.1494559,0,0,0,0,16,73
6.350687,-.5093892,-.1809558,0,0,0,0,16,74
5.626243,-.7751055,-.3397067,0,0,0,0,16,75
5.419519,-1.02925,-.4554308,0,0,0,0,16,76
4.460548,.0659235,-1.38455,0,0,0,0,16,77
3.417728,.4103381,-1.438868,0,0,0,0,16,78
3.021509,.1851469,-1.414562,0,0,0,0,16,79
2.561345,.3863234,-1.368442,0,0,0,0,16,80
2.331651,.407074,-1.085536,0,0,0,0,16,81
1.834577,-.4190219,-1.046689,0,0,0,0,16,82
1.06194,-.3912018,-.9356177,0,0,0,0,16,83
.2094105,-1.329377,-.6508676,0,0,0,0,16,84
-.8024908,-1.089917,-.626149,0,0,0,0,16,85
-1.270003,-.2310537,-.5318568,0,0,0,0,16,86
-1.325555,-.4589962,-.6055333,0,0,0,0,16,87
-1.300771,.6384269,-.7375952,0,0,0,0,16,88
-.4105795,.2001442,-.8008422,0,0,0,0,16,89
.1696754,-.4345436,-.8813388,0,0,0,0,16,90
.6631458,-.119046,-.6178524,0,0,0,0,16,91
1.28603,-.6747648,-.3479953,0,0,0,0,16,92
1.646364,.0501225,-.2846071,0,0,0,0,16,93
2.143638,.4287506,-.2552655,0,0,0,0,16,94
2.708257,.4405979,-.4953194,0,0,0,0,16,95
3.431175,.9185569,-.9639322,0,0,0,0,16,96
3.860309,.8209132,-1.144598,0,0,0,0,16,97
4.397449,.4375161,-1.135654,0,0,0,0,16,98
4.813802,.046669,-1.097143,0,0,0,0,16,99
4.835342,-.0856657,-1.026358,0,0,0,0,16,100
4.992471,-.4752307,-1.116014,0,0,0,0,16,101
4.390206,-.4311719,-1.268782,0,0,0,0,16,102
3.757531,-.023852,-1.363354,0,0,0,0,16,103
3.472118,.1158391,-1.37683,0,0,0,0,16,104
3.110658,.2561314,-1.414307,0,0,0,0,16,105
3.36217,.4422784,-1.435102,0,0,0,0,16,106
3.414871,.3660148,-1.461693,0,0,0,0,16,107
3.43138,.2198195,-1.510972,.0626536,0,0,0,16,108
3.298787,.1929061,-1.498784,.0626536,0,0,0,16,109
3.694075,.2140847,-1.424476,.0626536,0,0,0,16,110
3.99224,.1551143,-1.285306,.0626536,0,0,0,16,111
4.25935,.3424121,-1.094331,0,0,0,0,16,112
4.268664,.2175212,-.7762328,.1070338,0,0,0,16,113
3.889851,.4903739,-.640341,.1070338,0,0,0,16,114
3.781155,.4086937,-.5324861,.1070338,0,0,0,16,115
3.504884,-.5415244,-.1370804,.1179744,0,0,0,16,116
3.383258,-.1833652,.0599919,.0109407,0,0,0,16,117
3.359173,-.3129822,.2427932,.0109407,0,0,0,16,118
3.114703,-.0645461,.2661661,.0109407,0,0,0,16,119
2.895577,.5821686,.0413966,0,0,0,0,16,120
3.567275,.7735191,.0448596,0,0,0,0,16,121
3.802898,.4224769,.1485093,0,0,0,0,16,122
4.04896,.0743986,.3892804,0,0,0,0,16,123
4.269726,.1295418,.3220901,0,0,0,0,16,124
3.34919,-.5542019,.2898255,0,0,0,0,16,125
2.32004,-.8706743,.3180171,0,0,0,0,16,126
1.804894,-.7196765,.2053811,0,0,0,0,16,127
2.161353,-1.475257,.6244423,0,0,0,0,16,128
2.79429,-.9528449,.6404976,0,0,0,0,16,129
3.122153,-.6747492,.5624106,0,0,0,0,16,130
3.341976,-1.069695,.5892563,0,0,0,0,16,131
2.269108,-1.236183,.9069717,.0218964,0,0,0,16,132
1.785422,-1.473422,1.028483,.0218964,0,0,0,16,133
2.57992,-1.746689,1.107424,.0218964,0,0,0,16,134
2.930072,-.7908984,1.128307,.0218964,0,0,0,16,135
3.873176,.3651272,.5270181,0,0,0,0,16,136
4.307603,.5300218,.15106,0,0,0,0,16,137
3.987809,.9870456,-.2748423,0,0,0,0,16,138
3.606504,.4169281,-.6049008,0,0,0,0,16,139
3.123772,.1639614,-.7481381,0,0,0,0,16,140
3.053605,.1187745,-.8393457,.1042116,0,0,0,16,141
2.373949,.1376732,-.9780337,.1042116,0,0,0,16,142
2.841474,.1741829,-1.044694,.1042116,0,0,.2917159,16,143
3.183448,.3875083,-1.093893,.1042116,0,0,.2917159,16,144
2.906807,.2563123,-.9687018,0,0,0,.2917159,16,145
3.840994,.3741373,-.8249087,0,0,0,.2917159,16,146
3.249464,.1593486,-.4696238,0,0,0,0,16,147
2.717873,.0070113,-.3687905,0,0,0,0,16,148
2.650783,.1003818,-.4329223,0,0,0,0,16,149
2.277845,-.067195,-.3377077,0,0,0,0,16,150
2.840609,.2028212,-.5843076,0,0,0,0,16,151
3.369965,-.0431233,-.2576623,0,0,0,0,16,152
3.477757,-.4233703,.0405958,0,0,0,0,16,153
2.685238,-.9488342,.4043764,0,0,0,0,16,154
1.174977,-1.214317,.6215745,0,0,0,0,16,155
-.7725367,-1.717703,1.005922,0,0,0,0,16,156
-2.989649,-2.305903,1.69246,0,0,0,0,16,157
-4.609524,-2.147094,1.863715,0,0,0,0,16,158
-5.533637,-1.474592,1.974877,0,0,0,0,16,159
-5.308867,-.1688963,1.699146,0,0,0,0,16,160
-3.571468,.6636806,.9683942,0,0,0,0,16,161
-1.504447,1.088325,.3836066,0,0,0,0,16,162
.5080171,.2216991,.2413146,0,0,0,0,16,163
1.646133,-.0498985,.1813447,0,0,0,0,16,164
1.771589,.1692609,.1155604,0,0,0,0,16,165
1.5856,-.0063612,.1994696,0,0,0,0,16,166
1.101959,.3336582,-.0189673,0,0,0,0,16,167
1.111185,-.5424996,.2749658,0,0,0,0,16,168
1.493428,-.7618818,.4547053,0,0,0,0,16,169
.9763254,-.5301757,.3846393,0,0,0,0,16,170
.8512439,-.8480247,.5280079,0,0,0,0,16,171
.2511208,-.3952697,.5149078,0,0,0,0,16,172
-.0424304,-.3608179,.4508389,0,0,0,0,16,173
.7402855,-.3149233,.550926,0,0,0,0,16,174
1.178989,-.0385463,.6813169,0,0,0,0,16,175
2.031611,.2678184,.4243834,0,0,0,0,16,176
2.339152,.3250207,.3448575,0,0,0,0,16,177
2.563724,.0898922,.3480312,0,0,0,0,16,178
2.838533,.172047,-.0791746,0,0,0,0,16,179
3.008537,-.1328151,-.1666502,0,0,0,0,16,180
2.994016,-.3182397,.0414577,0,0,0,0,16,181
2.833639,-.2524925,.157386,0,0,0,0,16,182
2.609632,-.2438658,.4039747,0,0,0,0,16,183
2.318845,-.3986027,.8182167,0,0,0,0,16,184
2.109347,-.3173386,.7814582,0,0,0,0,16,185
1.957685,-.4415435,.9144187,0,0,0,0,16,186
1.883117,-.4387652,1.026517,0,0,0,0,16,187
1.778361,.0718382,.6893622,0,0,0,0,16,188
1.745877,.1222245,.45251,0,0,0,0,16,189
1.664155,.3136221,-.0239839,0,0,0,0,16,190
1.597135,.3201336,-.5261313,0,0,0,0,16,191
1.643631,.0681605,-.5901619,0,0,0,0,16,192
1.897658,.1766175,-.8499271,0,0,0,0,17,69
1.727486,-.5131158,-.7793304,0,0,0,0,17,70
1.574062,-.1079032,-.9358391,0,0,0,0,17,71
1.365576,.0166265,-1.270613,0,0,0,0,17,72
2.335642,-1.352858,-.3125104,0,0,0,0,17,73
2.573826,-.7311785,-.4591793,0,0,0,0,17,74
3.114822,-.6621286,-.4186299,0,0,0,0,17,75
3.532514,-.6584256,-.3278244,0,0,0,0,17,76
3.585223,.8446276,-1.195229,0,0,0,0,17,77
3.839043,.6713631,-1.372822,0,0,0,0,17,78
3.695658,.8160505,-1.538967,0,0,0,0,17,79
3.596902,.8495372,-1.509217,0,0,0,0,17,80
3.60634,.927278,-1.03682,.1794725,0,0,0,17,81
4.049465,1.174781,-.8165084,.1794725,0,0,0,17,82
4.881158,.7234142,-.659273,.1794725,0,0,0,17,83
5.799165,-.6463132,-.2299919,.1794725,0,0,0,17,84
7.877856,-.8089938,-.3134333,0,0,0,0,17,85
10.02452,-.8762233,-.2692013,0,0,0,0,17,86
11.79371,-.675218,-.3893442,0,0,0,0,17,87
13.11728,.2778368,-.694814,0,0,0,0,17,88
10.57241,-.0915068,-.916181,0,0,0,0,17,89
7.373096,-.1236279,-1.334795,0,0,0,0,17,90
4.53394,-.2838609,-1.4118,0,0,0,0,17,91
1.888016,-.8193375,-1.385244,0,0,0,0,17,92
.5732854,-.52647,-1.263342,0,0,0,0,17,93
.0499518,-.4690465,-1.093928,0,0,0,0,17,94
-.5188984,-.4266472,-1.120043,0,0,0,0,17,95
-1.00132,.5399501,-1.205329,0,0,0,0,17,96
.1962247,.9668667,-1.162702,0,0,0,0,17,97
.953116,.5797495,-1.074042,0,0,0,0,17,98
1.571851,.4109823,-.6518491,.0361651,0,0,0,17,99
2.438824,.0148927,-.7326787,.0361651,0,0,0,17,100
2.413655,-.4053204,-.8215176,.0631431,0,0,0,17,101
2.383561,-.634361,-.9329438,.0631431,0,0,0,17,102
2.217632,-.2789491,-1.256846,.026978,0,0,0,17,103
1.668789,-.1297595,-1.272815,.026978,0,0,0,17,104
1.082255,-.1994847,-1.173058,0,0,0,0,17,105
.716263,.2597165,-.9290172,0,0,0,0,17,106
.707824,.1538036,-.8179823,0,0,0,0,17,107
.7904626,.0461278,-.6773431,0,0,0,0,17,108
.925226,.2304057,-.6454926,0,0,0,0,17,109
1.461802,.6203092,-.6528177,0,0,0,0,17,110
1.500466,.9214995,-.4106306,0,0,0,0,17,111
1.713991,1.112771,-.3084388,0,0,0,0,17,112
2.619069,.8634035,.0950675,0,0,0,0,17,113
2.058121,.8813325,.2013156,0,0,0,0,17,114
2.014184,.8852689,.2369227,0,0,0,0,17,115
1.844785,-.0494287,.532724,0,0,0,0,17,116
1.041683,.2868717,.5726057,0,0,0,0,17,117
1.304142,-1.355009,.8846465,0,0,0,0,17,118
1.419613,-1.496641,.8090728,0,0,0,0,17,119
1.859147,-.9108012,.6224198,0,0,0,0,17,120
2.710136,-.5240015,.4948475,0,0,0,0,17,121
3.323103,.874225,.4665227,0,0,0,0,17,122
3.503317,.3116493,.6923487,0,0,0,0,17,123
3.014331,.3857212,.6628184,0,0,0,0,17,124
2.505506,-.8018813,1.013735,0,0,0,0,17,125
1.842098,-1.478284,1.086992,0,0,0,0,17,126
1.469012,-1.266601,1.127041,.018489,0,0,0,17,127
1.50294,-2.341987,1.591,.018489,0,0,0,17,128
.6943094,-1.416493,1.52485,.018489,0,0,0,17,129
.3999859,-1.023908,1.38896,.018489,0,0,0,17,130
.3505914,-1.737955,1.583817,0,0,0,0,17,131
.007611,-1.909086,1.800064,0,0,0,0,17,132
.2844884,-2.319694,2.032999,.0591078,0,0,0,17,133
-.0279758,-2.852423,2.257524,.0591078,0,0,0,17,134
-.4193341,-1.108929,2.244625,.0850122,0,0,0,17,135
-.3735953,.4715047,1.841742,.0850122,0,0,0,17,136
-.0126763,.8547227,1.456332,.0259044,0,0,0,17,137
.6515074,1.473009,1.026462,.0259044,0,0,0,17,138
.9429344,.5628488,.6651734,0,0,0,0,17,139
1.151873,.1251166,.4216059,0,0,0,0,17,140
.5969136,-.0381329,.2088955,0,0,0,0,17,141
.5040855,.124983,.1072892,0,0,0,0,17,142
.6537914,.2056088,-.1142123,0,0,0,0,17,143
.6748039,.7529208,-.1023824,0,0,0,0,17,144
1.898392,.647567,-.1641881,0,0,0,0,17,145
2.180888,.7706409,-.2254109,0,0,0,0,17,146
2.751412,.413645,.000132,0,0,0,0,17,147
3.635777,.146583,.013182,0,0,0,0,17,148
3.632345,.2611151,-.0274211,.0027544,0,0,0,17,149
3.86737,.1072938,.0330692,.0027544,0,0,0,17,150
3.815476,.6026863,-.1026355,.0027544,0,0,0,17,151
3.221497,.3277943,-.0313745,.0027544,0,0,0,17,152
2.695392,.0231008,.0901894,.1049968,0,0,0,17,153
2.639049,-.8940133,.4397936,.1049968,0,0,0,17,154
2.083483,-1.29203,.482655,.1049968,0,0,0,17,155
1.077354,-1.595977,.6976464,.1049968,0,0,0,17,156
-1.045978,-2.25947,1.529469,0,0,0,0,17,157
-3.740792,-2.137136,1.734848,0,0,0,0,17,158
-5.342122,-1.547964,1.976816,0,0,0,0,17,159
-5.282476,-.5979208,2.000387,0,0,0,0,17,160
-3.004291,.1946564,1.460508,0,0,0,0,17,161
.0597987,.8098009,1.333101,0,0,0,0,17,162
2.495276,.2018562,1.241099,0,0,0,0,17,163
3.92928,-.09908,1.166217,0,0,0,0,17,164
4.620007,.0756915,1.082236,0,0,0,0,17,165
4.30826,.0247129,.8535249,0,0,0,0,17,166
3.92144,.1610564,.6722307,0,0,0,0,17,167
3.281326,-.8578989,1.028517,0,0,0,0,17,168
2.371147,-1.032389,1.283427,0,0,0,0,17,169
1.685252,-.6620827,1.244038,0,0,0,0,17,170
1.07216,-1.026292,1.360151,0,0,0,0,17,171
.6840389,.0397433,1.122698,0,0,0,0,17,172
.1545246,-.0210247,.8897981,0,0,0,0,17,173
.1273928,-.3327034,.7876028,0,0,0,0,17,174
.2032733,.0137006,.6446267,0,0,0,0,17,175
.5974715,-.0154512,.5841971,0,0,0,0,17,176
1.351885,.2371701,.4057556,0,0,0,0,17,177
1.645875,.1462629,.5593957,0,0,0,0,17,178
1.824615,.2238075,.46188,0,0,0,0,17,179
1.908769,-.0714634,.4178855,0,0,0,0,17,180
1.527929,-.3295168,.7225799,0,0,0,0,17,181
1.563313,.1837761,.7746738,0,0,0,0,17,182
1.645458,-.1190893,1.00445,0,0,0,0,17,183
1.492759,-.2998899,1.350207,0,0,0,0,17,184
1.661176,-.0471392,1.355117,0,0,0,0,17,185
1.681626,-.7430896,1.48245,0,0,0,0,17,186
1.703616,-.5419453,1.467928,0,0,0,0,17,187
1.838136,-.060531,1.162739,0,0,0,0,17,188
1.908572,-.1065544,.9780102,0,0,0,0,17,189
2.016446,.3091932,.6347174,0,0,0,0,17,190
2.243377,.4554673,.2595702,0,0,0,0,17,191
2.366146,.4050711,.0489707,0,0,0,0,17,192
5.558052,.9316088,-.0391346,0,0,0,0,20,79
5.558052,.2073897,.129829,0,0,0,0,20,80
5.647217,.3413276,.0621756,0,0,0,0,20,81
5.647217,.0888413,-.0129987,.0439901,0,0,0,20,82
5.647217,.0609534,-.0087749,.0705386,0,0,0,20,83
5.647217,1.803952,.5603105,.1595638,0,0,0,20,84
.902177,.3797192,1.081777,.1595638,0,0,0,20,85
.902177,.7890247,1.232086,.1155736,0,0,0,20,86
.902177,.7787105,1.239164,.2031003,0,0,0,20,87
.902177,.4492696,1.010898,.1140752,0,0,0,20,88
5.137557,1.647263,.6321743,.1140752,0,0,0,20,89
5.137557,3.898299,1.202146,.1140752,0,0,0,20,90
5.137557,2.41242,1.865447,.0554327,0,0,0,20,91
5.137557,1.388103,1.841917,.1599842,0,0,0,20,92
4.75503,.5915362,1.948563,.1599842,0,0,0,20,93
4.75503,-2.681361,1.510124,.1599842,0,0,0,20,94
4.75503,-1.458854,.9440887,.1045516,0,0,0,20,95
4.75503,-.9546934,.9111958,.5581097,0,0,0,20,96
7.318484,.5273967,.7189077,.5581097,0,0,0,20,97
7.318484,1.516838,.7621855,.5581097,0,0,0,20,98
7.318484,1.822958,.6381994,.5581097,0,0,0,20,99
7.318484,1.255199,.5530905,0,0,0,0,20,100
7.24771,.208943,.3257472,0,0,0,0,20,101
7.24771,-.7090125,-.0839786,0,0,0,0,20,102
7.24771,-1.324734,-.0723707,0,0,0,0,20,103
7.24771,-1.406857,-.3259898,.3219459,0,0,0,20,104
7.134092,-1.577263,-.2711649,.4847083,0,0,0,20,105
7.134092,-.9122272,-.0452792,.4847083,0,0,0,20,106
7.134092,-.3798974,.0367199,.5837188,0,0,0,20,107
7.134092,-1.352775,.3306916,.2617729,0,0,0,20,108
-4.268703,-1.104307,.5408757,.0990105,0,0,0,20,109
-4.268703,-1.143616,.7021007,.0990105,0,0,0,20,110
-4.268703,-.9053694,.8074186,.100475,0,0,0,20,111
-4.268703,-.230663,.8291638,.100475,0,0,0,20,112
1.205571,-.4449943,.8267874,.100475,0,0,0,20,113
2.727295,-.3275112,.7244468,.100475,0,0,0,20,114
4.470737,-1.357595,.9695872,0,0,0,0,20,115
5.846028,-1.327832,1.11412,0,0,0,0,20,116
6.089236,-1.004354,1.261492,0,0,0,0,20,117
6.417391,-.4569221,1.476392,0,0,0,0,20,118
6.412519,.3245085,1.518025,0,0,0,0,20,119
6.698896,1.33922,1.580662,0,0,0,0,20,120
7.136364,1.762396,1.706178,0,0,0,0,20,121
6.548945,.5039735,1.773254,0,0,0,0,20,122
7.174187,-.0001813,1.842548,0,0,0,0,20,123
5.924524,-1.298288,1.723963,0,0,0,0,20,124
4.968864,-1.592067,1.537146,.3895631,0,0,0,20,125
4.604352,-1.687065,1.470029,.3895631,0,0,0,20,126
3.815599,-1.561525,1.174643,.3895631,0,0,0,20,127
3.403593,-1.82326,1.257106,.3895631,0,0,0,20,128
5.309725,-1.232477,1.218433,0,0,0,0,20,129
5.493584,-.3371743,.9691526,0,0,0,0,20,130
3.918525,.4090466,1.130312,.0540018,0,0,0,20,131
4.507727,.5383874,.8823559,.0540018,0,0,0,20,132
2.462777,.321561,.6110517,.0540018,0,0,0,20,133
2.623762,-.5037229,.4507847,.0906347,0,0,0,20,134
4.419038,.0554471,.177298,.2433234,0,0,0,20,135
6.655139,1.282736,.4243956,.2433234,0,0,0,20,136
7.906793,2.193033,.640458,.2433234,0,0,0,20,137
8.708583,2.144994,.8791194,.2066905,0,0,0,20,138
9.009274,.717385,1.086409,.0111159,0,0,0,20,139
7.453544,.9376104,.9028264,.0313087,0,0,0,20,140
7.594591,.5477986,.7679912,.0313087,0,0,0,20,141
7.799877,1.148455,.5796637,.0313087,0,0,0,20,142
7.666418,1.99749,.1960351,.0201928,0,0,0,20,143
8.642567,1.850789,.118064,.1059256,0,0,0,20,144
8.846077,1.087686,.1993766,.1059256,0,0,0,20,145
8.422598,1.556899,.1950779,.1059256,0,0,0,20,146
8.834852,.5877337,.6092886,.1059256,0,0,0,20,147
8.935468,.4201677,.641522,0,0,0,0,20,148
8.874721,.6621964,.6988068,0,0,0,0,20,149
9.586555,-.045152,.7041042,0,0,0,0,20,150
9.346203,.888752,.3094225,.0741959,0,0,0,20,151
9.582058,.881077,.4819901,.0741959,0,0,0,20,152
9.378688,1.404022,.6733885,.0741959,0,.0160207,0,20,153
8.736767,.2425146,1.099156,.196508,0,.0160207,0,20,154
8.137428,-.7509975,1.229006,.1223121,0,.0160207,0,20,155
6.044113,-1.666515,1.37411,.1223121,0,.0160207,0,20,156
3.966139,-3.778347,1.689658,.1223121,0,0,0,20,157
3.247505,-2.687897,1.5924,0,0,0,0,20,158
3.413892,-.57126,1.831301,0,0,0,0,20,159
5.00372,.457514,1.737285,0,0,0,0,20,160
7.977618,1.807953,1.274089,0,0,.0143155,0,20,161
9.286566,2.358472,1.126419,0,0,.0143155,0,20,162
10.02064,.6813512,.8200362,0,0,.0143155,0,20,163
10.60272,.4333658,.6237968,0,0,.0143155,0,20,164
9.991602,.1633134,.5889027,0,0,0,0,20,165
9.414577,-.4817435,.3957106,0,0,0,0,20,166
8.620321,-.474089,.132155,0,0,0,0,20,167
7.368913,-1.390908,.3001807,0,0,0,0,20,168
